,track_id,Producers
1309,6MP4e9iCPH1N6NiVeEauZm,Shane McAnally
1309,6MP4e9iCPH1N6NiVeEauZm, Josh Osborne
1310,43XDZZ62F8A6Yb3iWL19up,Shane McAnally
1310,43XDZZ62F8A6Yb3iWL19up, Josh Osborne
1311,75FdDjPGjqwGFHNwtlWD4a,Shane McAnally
1311,75FdDjPGjqwGFHNwtlWD4a, Josh Osborne
1312,3x8lYMpxEPNW2Vo4szKCuO,Shane McAnally
1312,3x8lYMpxEPNW2Vo4szKCuO, Josh Osborne
1313,454iB3GFOboh6jjCsmPJSO,Shane McAnally
1313,454iB3GFOboh6jjCsmPJSO, Josh Osborne
1314,084jiLRmNZOJ1gNGxClJdK,Shane McAnally
1314,084jiLRmNZOJ1gNGxClJdK, Josh Osborne
